id,text,class,filtered_sentence
1460,පොදුරාජ්‍ය මණ්ඩලයීය මලල ක්‍රීඩා පරිසාදන මට්ටම කෙසේ වෙයි ද ,Sports,පොදුරාජ්‍ මන්ඩල මලල ක්‍රීඩ පරිසාද මට්ට කෙස වෙ
1462,පළමු තරගය සැබෑ සුපිරි තරගයක් විය වට  ක් දක්වා රැගෙන යාමට කණ්ඩායම් දෙක දක්ශ විය නමුත් අවසානයේ ගෝල්ඩන් ටයිහර්ස් කණ්ඩායමට ජය හිමි විය,Sports,පල තරග සැබෑ සුපිරි තරගය විය වට රැගෙ යාම කන්ඩාය දෙක දක්ෂ විය අවසාන ගෝල්ඩ ටයිහර්ස කන්ඩායම ජය හි විය
1464,පුහුණු සැසියකට්ටිය නැටුම් තරගයක්ද මන්දා😁,Sports,පුහ සැසියකට්ට නැට තරගයක් මන්දා😁
1466,දැන්ම ඉදන් පුහුණු උනොත්  ipl ගහගන්න බැරි වෙන එකක් නෑ මාලි අද ඉදන්ම වැඩේට බහිමු😁😂,Sports,දැන් ඉද පුහ උන  ගහග බැරි එක මාලි අද ඉදන් වැඩේ බහිමු😁😂
1468,දැන් මාලිංග ඉදියත් එකයි නැතත් එකයි😐😂 එපා වෙලා ඉවරයි😂,Sports,මාලිංග ඉදි එක නැ එකයි😐😂 එපා වෙ ඉවරයි😂
1470,දවිසමර Vs ධම්මිස්සර  DSI Final n පහළ,Sports,දවිසමර  ධම්මිස්සර    පහල
1472,දර්ශන අබේධීර සර් කවදාවත් කොයි මොහොතකවත් අමතකනම් නොවේ මැරෙනාතුරු ඔබගේ සේවය අපහට කල ඒ කැපවීම ඔබ නිසයි අපි සැවොම වොලිබෝල් වල තැනක ඉන්නේ,Sports,දර්ෂ අබේධීර සර් කවදා කො මොහොතක අමතකන නො මැරෙනාතුර ඔබ සේව අපහ කල කැපවී ඔබ නිස අපි සැවො වොලිබෝල වල තැනක ඉ
1474,‘විදුලිය දිදුලයි දිදුලන්නේය යනු දීප්තිමත් වීමය පසුගියදා ජාතික ශූරතා වොලිබෝල් තරගාවලියේදී විදුලි බල මණ්ඩල වොලිබෝල් කණ්ඩායම ජයග්‍රහණයෙන් දීප්තිමත් කරන්නට නායකත්වය දුන්නේ දීප්ති රොමේෂ්ය මේ ඔහු ගැනය,Sports,විදුල දිදුල දිදුලන්නේ යනු දීප්තිම වීම පසුගියද ජාතික ෂූරත වොලිබෝල තරගාවලි විදුලි බල මන්ඩ වොලිබෝල කන්ඩාය ජයග්‍රහන දීප්තිම කරන්න නායකත්ව දු දීප් රොමේෂ් ඔහු ගැන
1476,"""බංගලාදේශය සහ ශ්‍රි ලංකා කණ්ඩායම අතර පලමු එක්දින ක්‍රිකට් තරගය ලබන ඉරිදා""",Sports,බංගලාදේෂ ෂ්‍රි ලං කන්ඩාය පල එක්දි ක්‍රිකට තරග ලබන ඉරිද
1478,"""ඔන්ලයින් චෙස් වංචාවකදී වසර දෙකක ක්‍රිඩා තහනමක්""",Sports,ඔන්ලය චෙස වංචාවකද වසර දෙ ක්‍රිඩ තහනම
1480,"""එක්දින තරගාවලියට සහභාගී වීම සදහා ශ්‍රී ලංකා කණ්ඩායම බංග්ලාදේශය බලා පිටත්ව යයි""",Sports,එක්දි තරගාවලිය සහබාග වීම සදහ ලං කන්ඩාය බංග්ලාදේෂ බලා පිටත් යයි
1482,"""එංගලන්ත තරග සංචාරය සදහා ශ්‍රිී ලංකා ක්‍රිකට් කණ්ඩායමට නව උපදේශක පුහුණුකරුවෙක්.""",Sports,එංගලන්ත තරග සංචාර සදහ ෂ්‍රි ලං ක්‍රිකට කන්ඩායම උපදේෂක පුහුනුකරුව
1484, bolt අලුත් බෝලෙන් test මැච් ලෙන්ත් බෝල් කරද්දී ඔහොම ඇහුවේ නෑනේ සාන්ත,Sports,අලු බෝල  මැච ලෙන් බෝල කර ඔහො ඇහ නෑන සාන්ත
1486, ක් සෙල්ලම් කරනව විනිසුරුවො බුදිපස්සෙ දන්නෙ,Sports,සෙල්ල කරන විනිසුරුව බුදිපස්ස දන්න
1488, ගැලැක්සි කුසලාන වොලිබෝල් තරගාවලිය   පළමු දවස නිමා වනවිට කණ්ඩායම් වල තත්වය,Sports,ගැලැක්සි කුසලා වොලිබෝල තරගාවල පල දවස නිම වනවි කන්ඩාය වල තත්ව
1490, ඉතාලියට එලන් ගහපු සෙට්  ෆයිනල් 😂😂😂😂😂🇯🇲,Sports,ඉතාලිය එල ගහ සෙට ෆයිනල 😂😂😂😂😂🇯🇲
1492, අහ් අයියේ ක්‍රිකට් කියන්නේ කෙල්ලො ගොඩක් දාගෙන ඇඳ උඩ කරන එකක් නෙවෙයි 😂😂,Sports,අහ් අයි ක්‍රිකට කිය කෙල්ල ගොඩ දාගෙ ඇද උඩ කරන එක නෙවෙ 😂😂
1494, දශකය සුන්දර වොලිබෝල්,Sports,දෂක සුන්දර වොලිබෝල
1496, දන්නව මෙයා කෙල්ලෙක්ට කෙල්ලෙක් බෝල් කරන්ඩෝනෙ ඒත් ඉතින් පැපී බෝල් කරන්නෙ අමිත් මාලින්ගගෙ ආවේසෙන් කියල ඔයල දැනගෙන ඉන්න ඕනෙ 🤦,Sports,දන්න මෙ කෙල්ලෙක් කෙල්ල බෝල කරන්ඩෝන එත් පැප බෝල කරන්න අමි මාලින්ග අවේස කිය ඔයල දැනගෙ ඉ ඔනෙ 🤦
1497,"'මෙවර විශ්ව රූ රැජින වෙනුවෙන් ජපාන\u200dයෙන් තේරීපත්වූයේ අරීනා මියමොටෝය.ඇය තේරීපත්වීමත් සමගම ජපන් ශුද්ධ වාර්ගිකත්වයක් නියෝජනය කළ ඇයගේ මිතුරිය කිරුළ තමාට අහිමිවීමේ සිත්වේදනාවෙන් සියදිවි නසාගත්තාය.වර්ණ සමින් යුත් ඇය කළු පැහැති මිතුරියට ජයග්\u200dරහණය හිමිවීමෙන් දැඩි කම්පාවට පත්ව සිටියාය.ඒ නිසාම ඇය අරීනාටද විටෙක \u200dබැණවැදුණාය', 'අවසන ඇය දිවි තොර ගනු ලැබීය', 'මෙම සිදුවීමත් සමග අඩියක් පස්සට තැබූ මියමොටෝ ජපන් සමාජය පුරාපැතිර ඇති වාර්ගික බාධාවට එරෙහිව අරගල කිරීමේ මාවත තෝරාගෙන තිබේ.බ්\u200dරිතාන්\u200dය සුපිරි නිරූපිකා නයෝමි කැම්බල් එක් පරම්පරාවකට ඉහතදී මෙම සංස්කෘතික බාධක බිඳ ජයග්\u200dරහණය කළාය', 'මියමොටෝට ඇය පරමාදර්ශයකි.'",Entertainment,මෙවර විෂ් රූ රැජි ජපාන තේරීපත්වූ අරී මියමොටෝයඇ තේරීපත්වීම සමග ජ ෂුද්ධ වාර්ගිකත්වය නියෝජන කල ඇ මිතුර කිරුල තමා අහිමිව සිත්වේදනා සියදිවි නසාගත්තායවර්න ස යු ඇය කලු පැහැ මිතුරිය ජයග්රහන හිමිව දැඩි කම්පාව පත් සිටියායඑ නිසා ඇය අරීනාට විටෙක බැනවැදුනා අවස ඇය දිවි තොර ගනු ලැබ සිදුවීම අඩිය පස්ස තැබ මියමොට ජ සමාජ පුරාපැතිර වාර්ගික බාධාව එරෙහි අරග කිර මාවත තෝරාගෙ තිබේබ්රිතාන් සුපිරි නිරූපි නයෝ කැම්බල එක් පරම්පරාවක ඉහතද සංස්කෘතික බාධක බිද ජයග්රහන කලා මියමොටෝ ඇය පරමාදර්ෂ
