id,text,class,filtered_sentence
806,උන් වහන්සේ ජෙරුසලමට සමීප ව සිටි බැවින් හා දෙවියන් වහන්සේගේ රාජ්‍යය වහා ම එළිදරව් වනු ඇතැ යි ඔවුන් සිතූ බැවිනි,Religious,උන වහනස ජරසලම සමප ව සට දව වහනස රජය එලදර වන ඇත ය ඔව සත බව
808,උන් වහන්සේ දිනපතා දේව මාලිගාවෙහි ඉගැන්වූ සේක එහෙත් නායක පූජකයෝ ද විනයධරයෝ ද ප්‍රභූවරයෝ ද උන් වහන්සේ නසාලීමට උපක්‍රම සෙවූ හ ,Religious,උන වහනස දනපත දව මලග ඉගනව න පජක වනයධර පරබවර උන වහනස නසලම උපකර සව හ
810,ඔබේ පරිත්‍යාග විශ්වාසනීයව ලබා දීමට  ලොව අංක එකේ සුබ සාදන ආයතනයක් වන ලෝක ආහාර වැඩසටහනට ඔබටත් මෙම වෙබ් අඩවිය හරහා දායක වීමට හැකියි,Religious,ඔබ පරතයග වෂවසනය ලබ දම ලව අක එක සබ සද අයතනය ලක අහර වඩසටහන ඔබ වබ අඩව හරහ ද වම හක
812,ඔබට ශාන්තිය සලසන දේ ගැන මේ උදාර දිනයේ දී වත් ඔබ දැන සිටියා නම් ,Religious,ඔබට ෂනත සලස ද උදර දන ඔබ දන සට
814,ඔබ සිතන්න තමාට කොරෝනා ආසාධනය වී ඇති බවට සැකයක් ඇතිවන ඉස්ලාම් ආගම අදහන භක්තිකයන් අවසාන කටයුතු ඔවුන්ගේ ආගමට අනුව නොකිරීම ගැන බිය වී සැගවී සිටියොත්🤔🤔 කෙතරම් භයානක තත්තවයකට මුහුණ දීමට ලංකාවට සිදුවේද,Religious,ඔබ සත තම කර අසධන ව සකය ඇතව ඉසල අගම අදහ බකතක අවස කටයත ඔව අගම නකර බය ව සගව සටයත කතර බයනක තතතවයක මහ දම ලකව සදව
816,ඒ අමා නිවන් සුව බොහෝ දුර නොවේවා,Religious,අම න සව දර නව
818,ඒ භාග්‍යවත් වූ අරහත් වූ සම්මා සම්බුදුරජාණන් වහන්සේට නමස්කාර වේවා ,Religious,බගය ව අරහ ව සමම සමබදරජන වහනස නමසකර ව
820,එහෙම යි මේකෙන් තියෙන හොද ම දෙ තමයි  මේ සිතහදා ගන්න තිබෙන දහම් කරුණු 🌹,Religious,එහ ය ම තය හද ද තම සතහද ග තබ දහ කර
822,එකතු වන්න ධර්මය බෙදාා ගනිමු,Religious,එකත ව ධරම බද ගන
824,මේ මාසය සදහා සිදුකළ ගණ දෙවි  පූජාව ඊයේ සිදුකළා,Religious,මස සදහ සදකල ගන දව පජ ඉය සදකල
826,මේ පොළවේ ඔබ හැර මට ආදරේ කරන්න කවුරුත් නැහැ ස්වාමීනි ඔබ විශ්වාසයි එයයි මගේ ආලෝකය ශක්තිය ආමෙන්,Religious,පල ඔබ මට අදර කර කවර නහ සවම ඔබ වෂවස එ මග අලක ෂකත අ
828,මායි හම්සයි එක ඔපිස් එකේ වැඩ කරද්දී පොඩි සෙමින එකක් තිබ්බ පිටින් කය්ටිය ආව ඒකට ලස්සන මුස්කිම් කෙල්ලෙක් ආව මම හම්සට පෙන්නුවා අඩෝ අර තම්බි කෑල්ල පට්ටනේ කියල මූ කියාපි   හුටෝ ඒ මගේ අක්කා කියල  😐😐😐😐 මතක,Religious,ම හමස එක ඔපස එක වඩ කර පඩ සම එක තබබ පට කයට අව එකට ලසස මසක කලල අව මම හමස පනන අඩ අර තමබ කල පටටන කය ම කයප හට මග අක කය  මතක
830,මා වෙනස් කලේ ඔබයි පියාණනි මාගේ ජීවනය ඔබයි ජේසුනි ආමෙන්,Religious,ම වනස කල ඔබ පයන ම ජවන ඔබ ජස අ
832,මහා සන්ඝරත්නයට මාගේ නමස්කාරය වේවා,Religious,සනගරතනය ම නමසකර ව
834,මගේ ජීවිතයට රැකවරනයක්වුනු ඔබ වහන්සේ මාව අත්නොහනුලන නොමැනවආමේන්ඔබ වහන්සේට මා සදාණයගැතියි මගේ ජේසුනී,Religious,මග ජවතය රකවරනයකව ඔබ වහනස මව අතනහනල නමනවඅමනඔබ වහනස ම සදනයගත මග ජසන
836,මතක තබා ගන්න දිනක ඔබටත් අන්අයගේ යාච්ඤා අවශ්‍යය වේවි,Religious,මතක තබ ග දනක ඔබ අනඅ යචඥ අවෂය වව
838,මටත් මෙවන් දානමය පුන්‍යකර්මයක් මාගෙ අමාමෑණී සම්මා සම්බුදුන් වහන්සේ වෙනුවෙන් කිරීමට හැකිවේවා,Religious,ම ම දනම පනයකරමය ම අමමන සමම සමබද වහනස කරම හකව
840,මට ඕනි දේ නෙමේ  මට සුදුසු දේ ඔබවහන්සේ දන්නා නිසා ඒවා නියමිත මොහොතේදී නියමිත ආකාරයෙන් ලබා දෙන්න කියල යාච්ඤා කරන්න,Religious,මට ඔන ද න මට සදස ද ඔබවහනස දන එව නයමත මහතද නයමත අකර ලබ ද කය යචඥ කර
842,මට ජිවිතේ කවදාකවත් නුවර යන්න හේතුවක් ඕනි වුණේ නෑ දළදා මාලිගාව ඉස්සරහින් වැව දිගේ යද්දී  මාලිගාවෙන් එන සුවද  ඒ මගුල්බෙර වාදනය නිසා හිතට පුදුම සැහැල්ලුවක් දැනෙන්නේ මේ අවුරුදු ගානටම සෙරෙප්පු දෙක හිතලා ගලවනවා නෙවෙයි  කකුල් වලින් සෙරෙප්පු දෙක ගැලවෙනවා ශ්‍රී දන්ත ධාතුව 👇,Religious,මට ජවත කවදක නවර ය හතව ඔන ව දලද මලග ඉසසරහ වව ද ය මලග එන සව මගලබර වදන හත පද සහලලව දන අවරද ගනට සරප දක හත ගලව නව කකල  සරප දක ගලව දනත ධත
